,Post Date,Link,Posts,Number of comments,Number of likes,Image Link,Video(True or False),Interactions,Hashtags,Username,Name,Category,Total Posts,Followers,Following
146,2022 Aug 01 02:14:38,https://www.instagram.com/p/CgsjhVtKfna/,Che notte!!! Grazie Capri!! Ti Amo 🇮🇹 #LVRxUNICEF @unicef @luisaviaroma @jlobeauty,15969,1004574,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/296812982_148935067743929_5143831493398009290_n.jpg?stp=c0.343.884.884a_dst-jpg_e15_s640x640&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=K4OBDXWYCSAAX_DRTVP&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCpupg31ff4Qk2g7uM2WMiRo6oR4LBwJo4YU3WIAtjy9g&oe=64DE4BF9&_nc_sid=bc0c2c,True,1020543,LVRxUNICEF,jlo,Jennifer Lopez,Artist,752,250638167,1342
147,2022 Jul 26 17:43:31,https://www.instagram.com/p/Cgex7AMKi1w/,"For me, it's all about feeling confident in your skin, no matter what. That's why working with the best chemists in top labs to bring you a formula that could do just that and deliver real results was so important to me. This is seriously sexy science. @JLoBeauty",16035,1484936,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/295508555_172840701972485_4469469045983515978_n.jpg?stp=c0.180.1440.1440a_dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=ugsmQNR-f0MAX9zLaH2&edm=APU89FABAAAA&ccb=7-5&oh=00_AfC4vgsQfm7lpJOOq8U-duyE9I8KLmEc-jZfZWD4RX_feQ&oe=64E161AC&_nc_sid=bc0c2c,False,1500971,,jlo,Jennifer Lopez,Artist,752,250638167,1342
148,2022 Jul 24 18:04:16,https://www.instagram.com/p/CgZqhdoDwwW/,"We give all this care and attention to the skin on our face, but we sometimes neglect the body. It was important to me to create a skincare routine for the body to address its specific and unique needs, and we started with the booty! Today’s my birthday and I am gifting YOU with a special drop of #JLoBody FIRM + FLAUNT™ Targeted Booty Balm. Head over to JLoBeauty.com to shop the video for some seriously sexy science! #JLoBeautyDirected by: @jasonberghMusic by: @thegoldenfilter",19462,1351856,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/295423283_372878798304365_2002266189170585451_n.jpg?stp=c0.964.2480.2480a_dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=fGzTGco0WDkAX_uy2o9&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCFxvIQYrlxVnk7dZdHaYiUEOXkf1ACHQLFt3VL0C_glw&oe=64DE24DA&_nc_sid=bc0c2c,True,1371318,"JLoBody, JLoBeautyDirected",jlo,Jennifer Lopez,Artist,752,250638167,1342
149,2022 Jul 18 23:37:06,https://www.instagram.com/p/CgKz8uNjn4e/,Monday Mood,12266,1030482,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/294527320_177743301322570_7959421173411273649_n.jpg?stp=c0.217.566.566a_dst-jpg_e15&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=DKMWDi8MeIoAX_aeU9Q&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDyMprqhGRxWH0I_rNkJbBlITWCnF0lbV4uVxEWt_z-QQ&oe=64DE2C59&_nc_sid=bc0c2c,True,1042748,,jlo,Jennifer Lopez,Artist,752,250638167,1342
150,2022 Jul 17 23:44:12,https://www.instagram.com/p/CgIQCz6Pk0U/,Sadie! #iykyk Go to OnTheJLo for all the deets. #linkinbio,47474,2573252,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/293954298_366739302247271_3593755259920473433_n.jpg?stp=c0.180.1440.1440a_dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=6co3YmYpz_0AX9pljCe&edm=APU89FABAAAA&ccb=7-5&oh=00_AfB9DxkzcARuD3dsqRB57ORhzyJ4HmCYRFrpdDwTmnSSUQ&oe=64E24471&_nc_sid=bc0c2c,False,2620726,"iykyk, linkinbio",jlo,Jennifer Lopez,Artist,752,250638167,1342
151,2022 Jul 10 20:02:31,https://www.instagram.com/p/Cf10BcQJMNU/,Can’t touch this ✨#WeekendShoots @ChrisAppleton1 @MaryPhillips @robzangardi @marielhaenn @tombachik @jlobeauty,12466,993782,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/292694895_344476237715259_4215540305968516800_n.jpg?stp=c0.646.1664.1664a_dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=sZ7JwsqkTbUAX-bUY5F&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCpWc56IdlNazVU3nfZEJMQzB_TvH1t05Cv5KnZA3AbKA&oe=64DDF8AA&_nc_sid=bc0c2c,True,1006248,WeekendShoots,jlo,Jennifer Lopez,Artist,752,250638167,1342
152,2022 Jun 29 19:57:39,https://www.instagram.com/p/CfZfzwOpFNb/,Happy hump day,13880,867806,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/290899174_1090307785166082_5113819395352489648_n.jpg?stp=c0.180.1440.1440a_dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=s1ZLk4kc-d8AX9x8ZUD&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCm4rDvZx_zr4cFjUWqhYCLutskdrvynCLzh4dZaxzaLQ&oe=64E0E93C&_nc_sid=bc0c2c,False,881686,,jlo,Jennifer Lopez,Artist,752,250638167,1342
153,2022 Jun 28 01:30:33,https://www.instagram.com/p/CfU42vMDadd/,HALFTIME #LetsGetLoud @Netflix,9349,587404,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/290250555_1198004667699216_2035516646856952759_n.jpg?stp=c0.280.720.720a_dst-jpg_e15_s640x640&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=4pfxlGDekh4AX_LKfAC&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBESmzumBGt7cXi47-BA6d5WnjZo4cD67PokB-bS19SnA&oe=64DE3EFB&_nc_sid=bc0c2c,True,596753,LetsGetLoud,jlo,Jennifer Lopez,Artist,752,250638167,1342
154,2022 Jun 21 03:50:24,https://www.instagram.com/p/CfDKuDOJ-eV/,It’s givin’,7567,563195,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/289061108_140396088592741_6576714506442021230_n.jpg?stp=c0.280.720.720a_dst-jpg_e15_s640x640&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=IwKMrS7rxF0AX9gUjeX&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDUftTMd5QJoKUJMLhKcQ_evgGiBKNXzG32xKtGjHD2Fw&oe=64DE6BDE&_nc_sid=bc0c2c,True,570762,,jlo,Jennifer Lopez,Artist,752,250638167,1342
155,2022 Jun 20 17:01:30,https://www.instagram.com/p/CfCAa-KjBY2/,Travels,19392,1838853,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/289081079_1024769078427533_2994709068683563403_n.jpg?stp=c0.441.1134.1134a_dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=MeHoLkbuoqQAX-Wulaz&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBF9rUwe9Ekk03IRD0SqcnSk7IYLH7CU0gujGEh2DkrKA&oe=64DDF801&_nc_sid=bc0c2c,True,1858245,,jlo,Jennifer Lopez,Artist,752,250638167,1342
156,2022 Jun 20 02:53:45,https://www.instagram.com/p/CfAfaJNJWLx/,"Happy Father’s Day to the most caring, loving, affectionate, consistent and selfless Daddy ever. #HappyFathersDay my love. For my full Father’s Day post go to OnTheJLo.com 🤍💚",31548,3264426,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/289066861_181665407615735_7273069072606754987_n.jpg?stp=c0.280.720.720a_dst-jpg_e15_s640x640&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=JDkhY3BOV4EAX97J_-R&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAUydUPsgFQ86WUuRFPZPJgmIhKl20fQP-nTSMgzV5KDg&oe=64DE35A1&_nc_sid=bc0c2c,True,3295974,HappyFathersDay,jlo,Jennifer Lopez,Artist,752,250638167,1342
157,2022 Jun 20 02:18:45,https://www.instagram.com/p/CfAbeTSpEnS/,#HappyFathersDay to the best daddy ever! For my full Father’s Day post go to OnTheJLo.com 🤍💚#linkinbio,4179,807974,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/288994527_847197179574401_446243424287980065_n.jpg?stp=c0.165.1440.1440a_dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=xNcLN7XbK2oAX-JKeVr&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDe0S6jFCDpxFMngC6z8BQJwChA8YDUrHducj_NCBZBNg&oe=64E22326&_nc_sid=bc0c2c,False,812153,"HappyFathersDay, linkinbio",jlo,Jennifer Lopez,Artist,752,250638167,1342
158,2022 Jun 18 02:13:46,https://www.instagram.com/p/Ce7RJebJj4h/,Last night 🤍💙⚾️@dodgers #LADFGala📸 @chrisvilla,9297,1020514,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/288808019_715278996470255_2704502024706844926_n.jpg?stp=c0.705.1816.1816a_dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=F8eNKDTa9gUAX-fqPQP&edm=APU89FABAAAA&ccb=7-5&oh=00_AfB8W3tIs8hGASPM-UFkcgdwuv6LD_dcVgx8cluLOw5XNg&oe=64DDF248&_nc_sid=bc0c2c,True,1029811,LADFGala,jlo,Jennifer Lopez,Artist,752,250638167,1342
159,2022 Jun 11 21:26:27,https://www.instagram.com/p/CerTMorj8-u/,"Being Latino in this country has always been a matter of pride for me. I am humbled and beyond grateful to partner with Grameen America to accelerate its goal to deploy $14 Billion in life-changing loan capital to low-income Latina entrepreneurs by 2030. We will empower more than 600,000 women across the United States and we’re building pathways to employment and leadership opportunities. There’s so much strength in this community and it’s important to me to create equality, inclusivity and opportunity for women in business. Thank you @GrameenAmerica. #LimitlessLabs",11538,553460,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/287180805_772710723897396_3324806738459158512_n.jpg?stp=c0.360.928.928a_dst-jpg_e15_s640x640&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=Z92eRZBiO3UAX_vvd31&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAvSeAV1qPRug2KEh_xg2JRT74z1QwKJkMS_xTHCd5kpQ&oe=64DE4B19&_nc_sid=bc0c2c,True,564998,LimitlessLabs,jlo,Jennifer Lopez,Artist,752,250638167,1342
160,2022 Jun 10 04:40:46,https://www.instagram.com/p/Cem7ML5DTS6/,What a memorable night…these little babies touch my heart!!! It was so amazing to relive such an epic moment in my life…thank you to everyone who made last night so very special!!,7822,810107,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/286496511_737793787641150_8505163923942101770_n.jpg?stp=c0.362.936.936a_dst-jpg_e15_s640x640&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=Zs5xf49bQegAX-DWRxK&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAeFL4NeEiOUT0E6FMeiH6Rg4yVhee_NdTYs7M5x5B_7A&oe=64DE2AFE&_nc_sid=bc0c2c,True,817929,,jlo,Jennifer Lopez,Artist,752,250638167,1342
161,2022 Jun 09 13:03:37,https://www.instagram.com/p/CelQhv8gcjh/,Good morning America!!! ☀️👡 #LimitlessLabs @grameenamerica @goodmorningamerica,10389,984450,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/286413542_356351696617954_5427303820378756939_n.jpg?stp=c0.180.1440.1440a_dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=Qw_75YQPY2AAX-PeT49&edm=APU89FABAAAA&ccb=7-5&oh=00_AfD_EQRrU6egRToHDX0z71zHPXqzNJdfjhT9EZJmlPsA7A&oe=64E18EC4&_nc_sid=bc0c2c,False,994839,LimitlessLabs,jlo,Jennifer Lopez,Artist,752,250638167,1342
162,2022 Jun 09 04:09:39,https://www.instagram.com/p/CekTa6IDxyQ/,#Halftime Premiere 🖤❤️ @Netflix #TribecaFilmFestival #Tribeca,12520,1191330,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/287085057_432583428364489_5305869853143410128_n.jpg?stp=c0.180.1440.1440a_dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=cuYqfhPswR8AX9Iq_Yv&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBFAN47G5jflqZ5dUn3ud7noNGDOrG7xJZHQEgbxEfmkQ&oe=64E192A7&_nc_sid=bc0c2c,False,1203850,"Halftime, TribecaFilmFestival, Tribeca",jlo,Jennifer Lopez,Artist,752,250638167,1342
163,2022 Jun 08 23:11:40,https://www.instagram.com/p/CejxUbVJgb7/,You never know where you’ll see me in NYC 💛🧡💚#Halftime @Netflix @jlobeauty @chrisappleton1 @maryphillips @robzangardi @marielhaenn 🎨 @nicosuavalicious @ArtLife @NicoHayes 📸: @Thestewartofny,5357,671884,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/286946644_567974875052484_8151395103808238784_n.jpg?stp=c0.180.1440.1440a_dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=Hgq5HFHmIdEAX8rNZwJ&edm=APU89FABAAAA&ccb=7-5&oh=00_AfA6aKmPlxZ3mjKQ8XumY5_7sKjiyBe68-J7eMe-RYky5Q&oe=64E0EE77&_nc_sid=bc0c2c,False,677241,Halftime,jlo,Jennifer Lopez,Artist,752,250638167,1342
164,2022 Jun 06 05:05:37,https://www.instagram.com/p/CecrcPyrPMj/,Thank you @MTV and my incredible team. #OnMyWay #MTVAwards@egt239 @chrisappleton1 @maryphillips @tombachik @robzangardi @marielhaenn,8242,959210,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/286351802_406458228063339_3103839389087282258_n.jpg?stp=c0.180.1440.1440a_dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=59Jy26qTBTMAX_VmYuM&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDC5Ao-ZuFCxhPpnVm-j1PDA-X284IbZ9bQAUdSMatRcA&oe=64E1D12C&_nc_sid=bc0c2c,False,967452,"OnMyWay, MTVAwards",jlo,Jennifer Lopez,Artist,752,250638167,1342
165,2022 Jun 06 02:30:17,https://www.instagram.com/p/CecZkxqpnqp/,Hi,12671,1925164,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/285772130_964002010938814_6749158639598938205_n.jpg?stp=c0.500.1284.1284a_dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=mlLbHO1PnLsAX-6wq5w&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDMtxjJdSSIAafjkN5muuEMtnzibWXyj1DD090zcexLeg&oe=64DE0BB8&_nc_sid=bc0c2c,True,1937835,,jlo,Jennifer Lopez,Artist,752,250638167,1342
166,2022 Jun 05 21:22:54,https://www.instagram.com/p/Ceb2fLLvNPq/,Happiness is a long hot bubble bath (even if you have to take a quick call!) See you later @MTV!!!! 🫧🫧#SelfCareSunday  #MorningBath,6867,688428,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/286031172_363673268992232_3528155831612498186_n.jpg?stp=c0.180.1440.1440a_dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=e7bxFWVh3eQAX-jyjiL&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBH1veUhuj1sgRHMrF48M8gDvbFZV2j2jIi1WyTlBefPw&oe=64E1362E&_nc_sid=bc0c2c,False,695295,"SelfCareSunday, MorningBath",jlo,Jennifer Lopez,Artist,752,250638167,1342
167,2022 Jun 01 22:27:34,https://www.instagram.com/p/CeRqc1-uGch/,Feelin’ so good … celebrating 23 years of #OnThe6 and #HappyPride! 🌈 🚊6️⃣ @dolcegabbana 😎 #Pride #PrideMonth,11857,696546,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/285525353_346597737408304_6132990576403535649_n.jpg?stp=c0.231.593.593a_dst-jpg_e15&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=Y8B-OuG8g74AX9SlM2F&edm=APU89FABAAAA&ccb=7-5&oh=00_AfB7cLcT-zaQiyese7I4hS8q676rAITlKuAbSnzDJyQQnw&oe=64DE4CF5&_nc_sid=bc0c2c,True,708403,"OnThe6, HappyPride, Pride, PrideMonth",jlo,Jennifer Lopez,Artist,752,250638167,1342
168,2022 May 31 20:11:45,https://www.instagram.com/p/CeO2Xq6FF2C/,Summer mode: activated. 😎🖤 #BehindTheScenes #linkinbio,52465,4173365,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/284916177_1017746292278606_123172038171479563_n.jpg?stp=c0.132.1061.1061a_dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=kxvM-2TyDQYAX81r0Dj&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBNfWkBL66uYTXbm0woIOUVRQtYW-lXURHP2jgkedwymg&oe=64E0BD31&_nc_sid=bc0c2c,False,4225830,"BehindTheScenes, linkinbio",jlo,Jennifer Lopez,Artist,752,250638167,1342
169,2022 May 31 03:03:57,https://www.instagram.com/p/CeNAvxZpU4K/,#HappyMemorialDay! Join me today in honoring all the service women and men who served our country and made the ultimate sacrifice for our freedom. ❤️🤍💙 #MemorialDay @dsw,8304,955498,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/284729795_709938470119716_5955178782844425975_n.jpg?stp=c0.180.1440.1440a_dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=Ot7Co60zVlsAX_xfuqT&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBJOwsIFC_E8EtBa4izCiVvJYeeWqdFEs-JswddquYWZw&oe=64E1E9FE&_nc_sid=bc0c2c,False,963802,"HappyMemorialDay, MemorialDay",jlo,Jennifer Lopez,Artist,752,250638167,1342
170,2022 May 29 20:23:01,https://www.instagram.com/p/CeJuEaMJJY4/,BBQ-Chic 💚🕊💚 Happy sunday everybody…,8835,943272,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/284223719_402322395122706_701504562407712077_n.jpg?stp=c0.180.1440.1440a_dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=tSaHGhnYqzYAX_47mo0&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDQ3JCwz7oDfGDYppPLVm3ik6pDBjL74gc5e_PehmJtSQ&oe=64E255F3&_nc_sid=bc0c2c,False,952107,,jlo,Jennifer Lopez,Artist,752,250638167,1342
171,2022 May 28 21:23:20,https://www.instagram.com/p/CeHQLQ0PTjW/,Getting my outfits together for the weekend… 💚,7172,823123,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/285024014_1426098624493622_7917562401222621762_n.jpg?stp=c0.180.1440.1440a_dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=QZoEKEN-1gIAX-MIEma&edm=APU89FABAAAA&ccb=7-5&oh=00_AfASVlA4QwCMwy9r47EydpmXw3TqPSGo_lPHk8KUVPpcVw&oe=64E2651E&_nc_sid=bc0c2c,False,830295,,jlo,Jennifer Lopez,Artist,752,250638167,1342
172,2022 May 26 20:56:06,https://www.instagram.com/p/CeCDeHEvICn/,"Ray was my partner in crime on Shades of Blue … the first thing that comes to mind is he was so kind to my children. Ray was the epitome of a tough guy who was all mushy on the inside … I guess that’s what made him such a compelling actor to watch. The original Goodfella. We shared some intense moments on set those three years! When I first heard he took the job on Shades of Blue, I was thrilled, and the first time we walked on set to do our first scene together there was an electric spark and a mutual respect and we both knew this was going to be good. We enjoyed doing our scenes together and I felt lucky to have him there to work with and learn from. Like all artists he was complicated, sincere, honest and so very emotional. Like a raw nerve, he was so accessible and so in touch in his acting and I will always remember our time together fondly. We lost a great today … RIP RAY … it’s so sad to lose you what seems way to soon … I will remember you always. Sending so much love and strength to your daughter Karsen, your family and all your loved ones.",15080,1287116,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/283717046_684920805935607_3607263059274033802_n.jpg?stp=dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=sD3JH1sXhEoAX-yl2VT&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBFw42292g-lG6_tDSIgmktfCNRjgWWpSeqbQSBLqo3Pw&oe=64E0A79F&_nc_sid=bc0c2c,False,1302196,,jlo,Jennifer Lopez,Artist,752,250638167,1342
173,2022 May 26 00:13:18,https://www.instagram.com/p/Cd_1AWZDwjV/,"Broken-hearted… I’ve been so emotional and crying a lot since I heard the news about these beautiful children and teachers. Along with so many others, I’m demanding for law makers to stop the violence that is happening across this country!!! Our country!! I am so sad and scared for our kids and loved ones. I’m scared for all of us who send our children to school every day or going to the grocery store!! My heart goes out to all of those who have been impacted by this unimaginable act!! I can’t think of anything more cruel or diabolical than to target small children. God help us!!! We need some serious change!!! And we need it NOW!!!",8316,425140,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/284380788_1208506693228755_7561617795281597101_n.jpg?stp=dst-jpg_e15_s640x640&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=Bhtk-NarYgYAX_7PBND&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBrprhNSdQFRKXUZF3UbMSiaJ1L3FhsiPFVSwmr7hPbFA&oe=64DDE5E8&_nc_sid=bc0c2c,True,433456,,jlo,Jennifer Lopez,Artist,752,250638167,1342
174,2022 May 18 18:08:48,https://www.instagram.com/p/CdtJ0gEpZ3e/,HALFTIME June 14. @netflix,15184,765177,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/281554301_521276012799456_2970341621549098359_n.jpg?stp=c0.500.1284.1284a_dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=RY4qXwzTBp4AX9Gp0rF&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAAmMU0IwifuXOMNRrw8ovVHP1v86Czyw4oDejwlUMQTw&oe=64DE3AC2&_nc_sid=bc0c2c,True,780361,,jlo,Jennifer Lopez,Artist,752,250638167,1342
175,2022 May 10 02:37:38,https://www.instagram.com/p/CdW5CpUpPej/,It’s Monday 🤍 #LetsGetIt,12529,1123365,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/278496834_274216048179199_4493878304487773833_n.jpg?stp=c0.180.1440.1440a_dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=z2oNhyddpfkAX83Nlif&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBPXYq52t_OcHvZjk4XH3OsCZ4nRmq8Jgqejrc4Ten4jg&oe=64E0B813&_nc_sid=bc0c2c,False,1135894,LetsGetIt,jlo,Jennifer Lopez,Artist,752,250638167,1342
176,2022 May 08 18:52:21,https://www.instagram.com/p/CdTe3FDpVkO/,Happy Mother’s Day to all the mommy’s out there!!! 💕,11782,2029161,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/280353888_1046192932646366_282775150349557590_n.jpg?stp=c0.280.720.720a_dst-jpg_e15_s640x640&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=OXPGGS3FvocAX8t8i0o&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCmxpqDFmk3VhJn6KQGJGMoa6ts5rzR3TYvIHxTsxGBtA&oe=64DE5279&_nc_sid=bc0c2c,True,2040943,,jlo,Jennifer Lopez,Artist,752,250638167,1342
177,2022 May 07 00:06:57,https://www.instagram.com/p/CdO5ZQRJsPZ/,"We’re LIVE, baby!!! THAT Overnight Hustle is here!!! @jlobeauty Share your questions and comments below!",17321,399455,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/280044355_368797615288196_8830893209608927231_n.jpg?stp=c0.280.720.720a_dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=7j2Cnrwm9_wAX83iv3S&edm=APU89FABAAAA&ccb=7-5&oh=00_AfC-v2GXRrczkxkT2pcSN9LKG6S3DosenQvhqxp2wKdkoQ&oe=64DDF43A&_nc_sid=bc0c2c,True,416776,,jlo,Jennifer Lopez,Artist,752,250638167,1342
178,2022 May 06 16:06:58,https://www.instagram.com/p/CdOCe8yre_T/,THAT ✨@JLoBeauty,5419,-1,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/279847935_972899846715602_935278709108602864_n.jpg?stp=c0.180.1440.1440a_dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=orpVFNrH-iIAX8mJqa1&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBSG1aE0eaf9GS75QFpnoj998JJ0rzBQewcH1tbiHUrJg&oe=64E205E0&_nc_sid=bc0c2c,False,5418,,jlo,Jennifer Lopez,Artist,752,250638167,1342
179,2022 May 06 16:06:18,https://www.instagram.com/p/CdOCaFFL9Z9/,OVERNIGHT ✨@JLoBeauty,6123,-1,https://instagram.fsvg1-1.fna.fbcdn.net/v/t51.2885-15/280129321_275537921460175_2334433215120557908_n.jpg?stp=c0.180.1440.1440a_dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsvg1-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=OOfqwi1p9fwAX8v9ZBE&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAhpmTCAQhKAMzLN_6l9yh21BuTKQOjO6tJ4kYa-AuHOg&oe=64E0C475&_nc_sid=bc0c2c,False,6122,,jlo,Jennifer Lopez,Artist,752,250638167,1342
